CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CustomerType,CompanyName,OwnsHouse
10203,632,Theresa,Torres,1966-03-25,Single,Female,theresa8@adventure-works.com,"100000,00",0,0,Máster,Administración,1,2536 El Capitan Lane,1 (11) 500 555-0191,2002-07-30,Person,No Company Entered,No
10204,487,Mary,Allen,1966-12-25,Married,Female,mary36@adventure-works.com,"100000,00",0,0,Máster,Administración,1,8743 Clark Creek Rd.,1 (11) 500 555-0185,2002-07-28,Person,No Company Entered,No
10205,510,Candice,Lu,1966-08-23,Single,Female,candice17@adventure-works.com,"100000,00",0,0,Grado,Profesional,1,7876 Clinton Dr,1 (11) 500 555-0174,2004-03-25,Person,No Company Entered,No
10206,549,Denise,Vance,1966-03-07,Single,Female,denise6@adventure-works.com,"110000,00",0,0,Máster,Administración,2,5719 A St.,1 (11) 500 555-0116,2002-07-27,Person,No Company Entered,No
10207,531,Roberto,Moreno,1960-09-06,Single,Male,roberto6@adventure-works.com,"60000,00",1,0,Grado parcial,Manual calificado,1,1371 Vancouver Way,1 (11) 500 555-0153,2002-07-03,Person,No Company Entered,Yes
10208,492,Vincent,Li,1960-07-16,Married,Male,vincent3@adventure-works.com,"60000,00",1,0,Grado parcial,Manual calificado,1,1694 Pinole Valley Rd.,1 (11) 500 555-0162,2003-11-26,Person,No Company Entered,Yes
10209,699,Olivia,Griffin,1932-06-05,Single,Female,olivia66@adventure-works.com,"30000,00",2,0,Grado parcial,Clerical,2,8669 Rotherham Dr.,1 (11) 500 555-0181,2003-10-30,Person,No Company Entered,Yes
10210,487,Randall,Moreno,1965-06-19,Single,Male,randall7@adventure-works.com,"70000,00",0,0,Grado,Profesional,1,5518 San Rafael,1 (11) 500 555-0148,2004-03-10,Person,No Company Entered,No
10211,549,Colin,Luo,1965-04-03,Single,Male,colin29@adventure-works.com,"80000,00",5,5,Grado,Profesional,4,3281 Hillview Dr.,1 (11) 500 555-0170,2003-09-25,Person,No Company Entered,Yes
10212,634,Louis,He,1964-05-12,Single,Male,louis13@adventure-works.com,"70000,00",0,0,Grado,Profesional,1,486 Lorraine Ave,1 (11) 500 555-0167,2002-07-17,Person,No Company Entered,Yes
10213,492,Nicolas,Lal,1964-11-23,Single,Male,nicolas6@adventure-works.com,"70000,00",0,0,Grado,Profesional,1,8096 Mt. Washington Way,1 (11) 500 555-0127,2003-08-25,Person,No Company Entered,No
10214,492,Peter,Black,1964-11-16,Single,Male,peter25@adventure-works.com,"70000,00",0,0,Grado,Profesional,1,7848 York Dr.,1 (11) 500 555-0163,2004-04-28,Person,No Company Entered,No
10215,509,Corey,She,1964-04-01,Single,Male,corey0@adventure-works.com,"70000,00",0,0,Grado,Profesional,1,1911 Almond Avenue,1 (11) 500 555-0164,2002-07-22,Person,No Company Entered,Yes
10216,706,Tiffany,Yang,1964-08-27,Single,Female,tiffany5@adventure-works.com,"70000,00",0,0,Grado,Profesional,1,3403 Rapallo Lane,1 (11) 500 555-0158,2002-07-10,Person,No Company Entered,Yes
10217,425,Larry,Blanco,1964-05-24,Single,Male,larry18@adventure-works.com,"80000,00",4,0,Grado,Profesional,1,410 Wallace Dr.,1 (11) 500 555-0194,2002-07-11,Person,No Company Entered,No
10218,613,Casey,Xie,1959-10-23,Single,Female,casey3@adventure-works.com,"90000,00",1,0,Grado,Profesional,1,3762 Gumwood,1 (11) 500 555-0129,2002-08-21,Person,No Company Entered,Yes
10219,599,Wyatt,Rodriguez,1963-06-13,Single,Male,wyatt21@adventure-works.com,"70000,00",0,0,Grado,Profesional,1,2525 San Miguel Court,1 (11) 500 555-0133,2002-08-15,Person,No Company Entered,No
10220,632,Candice,Zhu,1963-02-07,Single,Female,candice20@adventure-works.com,"70000,00",0,0,Grado,Profesional,1,5825 Banyan Way,1 (11) 500 555-0144,2002-08-24,Person,No Company Entered,No
10221,554,Meghan,Moyer,1962-07-02,Married,Female,meghan9@adventure-works.com,"70000,00",5,4,Grado parcial,Manual calificado,2,2709 Yellowood Pl.,1 (11) 500 555-0115,2003-10-01,Person,No Company Entered,Yes
10222,473,Martin,Sai,1961-07-22,Married,Male,martin11@adventure-works.com,"60000,00",1,0,Grado parcial,Manual calificado,1,8682 Huston Rd,1 (11) 500 555-0190,2004-01-30,Person,No Company Entered,Yes
10223,478,Kelvin,Xu,1961-10-16,Married,Male,kelvin2@adventure-works.com,"60000,00",1,0,Grado parcial,Manual calificado,1,2260 Clear Court,1 (11) 500 555-0154,2002-08-18,Person,No Company Entered,Yes
10224,679,Evelyn,Suri,1961-09-24,Single,Female,evelyn0@adventure-works.com,"70000,00",5,4,Grado parcial,Manual calificado,3,755 Palm Dr.,1 (11) 500 555-0147,2003-09-26,Person,No Company Entered,Yes
10225,561,Jamie,Alan,1958-03-10,Married,Male,jamie28@adventure-works.com,"90000,00",2,0,Grado,Profesional,1,5492 Hacienda Drive,1 (11) 500 555-0112,2004-04-10,Person,No Company Entered,Yes
10226,518,Michele,Jai,1958-10-16,Single,Female,michele11@adventure-works.com,"90000,00",2,0,Grado,Profesional,1,4250 Hungry Rd,1 (11) 500 555-0184,2002-08-09,Person,No Company Entered,Yes
10227,519,Dale,Nara,1956-04-26,Single,Male,dale14@adventure-works.com,"80000,00",1,0,Grado parcial,Manual calificado,1,7776 Forsman Place,1 (11) 500 555-0167,2002-08-21,Person,No Company Entered,No
10228,599,Melanie,Morgan,1953-10-11,Married,Female,melanie39@adventure-works.com,"30000,00",2,0,Grado parcial,Clerical,2,7700 The Alameda,1 (11) 500 555-0169,2004-03-27,Person,No Company Entered,No
10229,425,Cassidy,Henderson,1953-06-28,Married,Female,cassidy5@adventure-works.com,"40000,00",2,0,Grado,Administración,1,253 El Pueblo Place,1 (11) 500 555-0114,2002-08-13,Person,No Company Entered,Yes
10230,599,Latoya,Jai,1953-10-25,Single,Female,latoya10@adventure-works.com,"40000,00",2,0,Grado,Administración,1,2294 West 39th St.,1 (11) 500 555-0133,2002-08-30,Person,No Company Entered,Yes
10231,599,Carla,Rodriguez,1953-07-11,Married,Female,carla22@adventure-works.com,"40000,00",2,0,Grado,Administración,1,7341 46th St.,1 (11) 500 555-0167,2002-08-09,Person,No Company Entered,Yes
10232,637,Christine,Goel,1953-01-10,Married,Female,christine14@adventure-works.com,"40000,00",2,0,Grado,Administración,1,5942 Laurel,1 (11) 500 555-0135,2002-08-27,Person,No Company Entered,Yes
10233,509,Levi,Garcia,1949-06-10,Married,Male,levi14@adventure-works.com,"10000,00",2,1,Bachillerato,Manual calificado,2,8291 Serpentine,1 (11) 500 555-0129,2004-06-21,Person,No Company Entered,Yes
10234,546,Christopher,Smith,1976-03-15,Married,Male,christopher24@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,6030 Dubne Court,140-555-0128,2003-10-06,Person,No Company Entered,No
10235,619,Brianna,Rivera,1976-01-12,Single,Female,brianna34@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,1061 Buskrik Avenue,149-555-0123,2003-08-22,Person,No Company Entered,Yes
10236,582,Stephanie,Hernandez,1975-11-06,Single,Female,stephanie63@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,1,5435 Greenwood Place,530-555-0183,2004-03-20,Person,No Company Entered,No
10237,535,Adrian,Peterson,1975-04-16,Single,Male,adrian7@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,1,2098 Chilpancingo Pkwy.,362-555-0181,2004-02-26,Person,No Company Entered,Yes
10238,667,Luke,Washington,1980-02-10,Married,Male,luke2@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,4628 Mountain View Place,220-555-0193,2004-02-13,Person,No Company Entered,Yes
10239,467,Carl,Tang,1980-09-25,Single,Male,carl4@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,516 Oak Park Blvd.,386-555-0142,2003-10-05,Person,No Company Entered,No
10240,531,Christy,Liang,1937-11-03,Married,Female,christy15@adventure-works.com,"30000,00",2,0,Grado parcial,Clerical,2,458 Arlington Way,1 (11) 500 555-0121,2004-01-01,Person,No Company Entered,No
10241,560,Aaron,Jenkins,1979-09-02,Single,Male,aaron6@adventure-works.com,"30000,00",0,0,Bachillerato parcial,Clerical,2,4634 Hilltop Rd,553-555-0149,2003-09-21,Person,No Company Entered,No
10242,573,Carson,Griffin,1979-02-11,Single,Male,carson20@adventure-works.com,"30000,00",0,0,Bachillerato parcial,Clerical,2,8935 Etcheverry Dr.,956-555-0173,2003-11-11,Person,No Company Entered,No
10243,546,Morgan,Patterson,1978-06-16,Single,Female,morgan80@adventure-works.com,"30000,00",0,0,Bachillerato parcial,Clerical,2,1692 Detroit Ave,236-555-0184,2003-09-13,Person,No Company Entered,Yes
10244,560,Juan,Bailey,1978-10-06,Married,Male,juan26@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,8643 B Way,614-555-0183,2004-02-07,Person,No Company Entered,No
10245,633,Allison,Torres,1978-02-16,Married,Female,allison12@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,Rt. 1546 Box A,496-555-0110,2003-12-06,Person,No Company Entered,Yes
10246,653,Samantha,Rodriguez,1978-06-24,Married,Female,samantha21@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,8882 San Remo Ct.,178-555-0164,2003-12-24,Person,No Company Entered,No
10247,443,Samuel,Nelson,1978-08-22,Single,Male,samuel39@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,8964 Woodchuck Pl.,688-555-0117,2004-03-20,Person,No Company Entered,No
10248,694,Alex,Sanders,1978-12-11,Married,Male,alex6@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,2338 Mozden Lane,772-555-0161,2004-04-06,Person,No Company Entered,Yes
10249,487,Ramon,Li,1938-05-14,Married,Male,ramon2@adventure-works.com,"40000,00",2,0,Grado,Administración,2,2701 Piedmont Dr,1 (11) 500 555-0117,2004-02-11,Person,No Company Entered,Yes
10250,617,Alvin,Xu,1977-03-18,Single,Male,alvin27@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,9089 San Jose Ave,948-555-0160,2004-05-29,Person,No Company Entered,No
10251,500,Fernando,Coleman,1977-10-24,Married,Male,fernando49@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,5284 Dumbarton Dr.,222-555-0115,2003-10-26,Person,No Company Entered,Yes
10252,467,Erika,Dominguez,1979-10-11,Single,Female,erika10@adventure-works.com,"30000,00",0,0,Bachillerato parcial,Clerical,2,1511 Roxbury Drive,218-555-0143,2004-01-09,Person,No Company Entered,No
10253,511,Luis,Chen,1979-02-16,Single,Male,luis25@adventure-works.com,"30000,00",0,0,Bachillerato parcial,Clerical,2,3312 Tanager Court,743-555-0148,2003-08-14,Person,No Company Entered,Yes
10254,627,Victoria,Williams,1979-12-04,Single,Female,victoria3@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,5280 Pelican Loop,601-555-0122,2004-03-27,Person,No Company Entered,No
10255,632,Tonya,Black,1939-12-10,Married,Female,tonya20@adventure-works.com,"30000,00",2,0,Grado parcial,Clerical,2,3101 Greendell Rd,1 (11) 500 555-0134,2003-08-15,Person,No Company Entered,No
10256,425,Martha,Lu,1939-09-02,Married,Female,martha11@adventure-works.com,"60000,00",2,0,Máster,Administración,1,5536 Yolanda Circle,1 (11) 500 555-0118,2003-09-09,Person,No Company Entered,Yes
10257,648,Meghan,Torres,1941-10-12,Married,Female,meghan11@adventure-works.com,"40000,00",2,0,Grado,Administración,2,5531 Roxbury Drive,1 (11) 500 555-0176,2002-08-19,Person,No Company Entered,Yes
10258,680,Evelyn,Subram,1941-04-15,Married,Female,evelyn14@adventure-works.com,"40000,00",2,0,Grado,Administración,2,5346 Clayburn Road,1 (11) 500 555-0147,2002-08-04,Person,No Company Entered,Yes
10259,509,Alfredo,Serrano,1943-11-22,Single,Male,alfredo17@adventure-works.com,"40000,00",2,0,Grado,Administración,2,1242 Ridgewood Ct.,1 (11) 500 555-0119,2002-08-07,Person,No Company Entered,Yes
10260,706,Curtis,Cai,1943-07-25,Single,Male,curtis18@adventure-works.com,"60000,00",2,0,Máster,Administración,1,739 Rancho View Dr.,1 (11) 500 555-0182,2002-08-10,Person,No Company Entered,Yes
10261,535,Ariana,Howard,1976-06-15,Single,Female,ariana10@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,3159 Lime Ridge Drive,338-555-0190,2004-03-30,Person,No Company Entered,Yes
10262,691,Jessica,Kelly,1976-06-03,Single,Female,jessica23@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,5203 Foothill Way,651-555-0168,2003-10-21,Person,No Company Entered,Yes
10263,552,Sara,Edwards,1976-06-01,Single,Female,sara26@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,8168 Landover Lane,941-555-0150,2004-06-08,Person,No Company Entered,No
10264,467,Gail,Russell,1975-02-08,Single,Female,gail6@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,6085 B Wildbrook Ct.,334-555-0170,2003-12-08,Person,No Company Entered,No
10265,677,Caleb,Butler,1973-06-13,Single,Male,caleb11@adventure-works.com,"60000,00",0,0,Grado parcial,Manual calificado,1,2537 I St.,294-555-0181,2004-03-14,Person,No Company Entered,Yes
10266,445,Richard,Stone,1972-03-13,Single,Male,richard102@adventure-works.com,"70000,00",0,0,Grado parcial,Manual calificado,2,495 Saddlehill Lane,102-555-0145,2004-03-07,Person,No Company Entered,No
10267,665,Taylor,Washington,1972-08-21,Single,Female,taylor38@adventure-works.com,"80000,00",0,0,Grado,Administración,1,2679 Eagle Peak,170-555-0113,2003-02-06,Person,No Company Entered,Yes
10268,535,Charles,Parker,1968-03-05,Married,Male,charles43@adventure-works.com,"80000,00",0,0,Grado,Administración,1,617 Sweeney Road,266-555-0118,2004-03-10,Person,No Company Entered,Yes
10269,445,Elizabeth,Lewis,1968-06-14,Married,Female,elizabeth25@adventure-works.com,"80000,00",0,0,Grado,Administración,1,3067 Maureen Circle,561-555-0163,2004-04-09,Person,No Company Entered,Yes
10270,584,Blake,Clark,1968-05-17,Single,Male,blake19@adventure-works.com,"90000,00",4,4,Grado,Administración,1,5263 Etcheverry Dr,854-555-0186,2004-04-08,Person,No Company Entered,Yes
10271,693,Daniel,Jackson,1967-11-09,Single,Male,daniel16@adventure-works.com,"110000,00",0,1,Máster,Administración,0,6244 Bayviews Circle,243-555-0142,2004-01-07,Person,No Company Entered,Yes
10272,520,Thomas,Wang,1967-08-27,Married,Male,thomas27@adventure-works.com,"120000,00",0,1,Grado,Administración,2,3944 Kingsford Dr,696-555-0143,2004-04-19,Person,No Company Entered,Yes
10273,675,Nicole,Ward,1968-12-24,Single,Female,nicole39@adventure-works.com,"90000,00",4,4,Grado,Administración,1,7681 Hillcrest,408-555-0113,2003-02-10,Person,No Company Entered,Yes
10274,522,Jennifer,Thomas,1968-03-26,Married,Female,jennifer39@adventure-works.com,"100000,00",2,0,Grado,Administración,3,8996 Carson,562-555-0183,2004-01-22,Person,No Company Entered,Yes
10275,670,Seth,Scott,1979-09-10,Single,Male,seth31@adventure-works.com,"60000,00",0,0,Grado parcial,Manual calificado,1,2785 Fallbrook Road,163-555-0142,2004-03-17,Person,No Company Entered,Yes
10276,670,Abigail,Cox,1979-11-26,Married,Female,abigail15@adventure-works.com,"60000,00",0,0,Grado parcial,Manual calificado,1,8158 Pheasant Court,255-555-0148,2004-04-18,Person,No Company Entered,Yes
10277,511,Ian,Coleman,1978-07-12,Married,Male,ian46@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,2989 Pepperidge Way,849-555-0134,2004-04-14,Person,No Company Entered,Yes
10278,695,Lucas,Thompson,1978-05-15,Single,Male,lucas29@adventure-works.com,"40000,00",0,0,Bachillerato parcial,Clerical,2,8267 Lavene Way,932-555-0197,2004-04-14,Person,No Company Entered,No
10279,580,Julia,King,1978-04-20,Single,Female,julia16@adventure-works.com,"40000,00",0,0,Bachillerato parcial,Clerical,2,833 Sepueveda Court,675-555-0156,2004-07-02,Person,No Company Entered,No
10280,692,Linda,Rousey,1947-04-07,Married,Female,linda10@adventure-works.com,"10000,00",2,1,Bachillerato parcial,Clerical,2,5966 Sepulveda Ct.,369-555-0100,2004-02-02,Person,No Company Entered,Yes
10281,597,Justin,Walker,1978-12-23,Single,Male,justin51@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,6488 Taylor Box #229,136-555-0192,2004-06-12,Person,No Company Entered,No
10282,610,Andrea,Hill,1978-02-27,Single,Female,andrea35@adventure-works.com,"60000,00",0,0,Grado parcial,Manual calificado,2,2651 St. Francis Dr.,979-555-0144,2004-04-30,Person,No Company Entered,No
10283,631,Julia,Smith,1978-03-10,Married,Female,julia22@adventure-works.com,"60000,00",0,0,Grado parcial,Manual calificado,2,157 Birch Bark Road,420-555-0153,2004-04-11,Person,No Company Entered,Yes
10284,561,Orlando,Jiménez,1945-03-21,Married,Male,orlando6@adventure-works.com,"20000,00",4,0,Bachillerato,Manual calificado,2,1742 Breck Court,1 (11) 500 555-0195,2003-10-16,Person,No Company Entered,Yes
10285,695,Cody,Stewart,1970-05-09,Married,Male,cody22@adventure-works.com,"50000,00",1,1,Máster,Manual calificado,0,9848 Angi Lane,605-555-0110,2003-02-07,Person,No Company Entered,Yes
10286,620,Mackenzie,Rivera,1963-10-15,Married,Female,mackenzie15@adventure-works.com,"90000,00",0,0,Grado parcial,Profesional,1,5302 Argonne Drive,514-555-0118,2003-11-17,Person,No Company Entered,No
10287,430,Luke,Roy,1963-09-03,Single,Male,luke0@adventure-works.com,"100000,00",0,2,Grado parcial,Profesional,2,8625 Woodcrest Drive,583-555-0100,2004-05-18,Person,No Company Entered,Yes
10288,610,Kendra,Jimenez,1963-11-16,Married,Female,kendra5@adventure-works.com,"110000,00",4,2,Grado,Administración,4,9966 Vallet Crest Dr.,128-555-0189,2004-02-16,Person,No Company Entered,Yes
10289,527,Hunter,Hall,1963-06-13,Single,Male,hunter58@adventure-works.com,"130000,00",3,2,Grado,Administración,4,7724 Hale Court,366-555-0178,2003-10-29,Person,No Company Entered,No
10290,597,Warren,Wang,1962-08-19,Single,Male,warren18@adventure-works.com,"90000,00",4,3,Grado parcial,Profesional,0,4018 St Francis St.,865-555-0123,2004-05-15,Person,No Company Entered,Yes
10291,644,Angel,Torres,1962-06-19,Single,Male,angel3@adventure-works.com,"100000,00",1,2,Grado parcial,Profesional,3,2469 Maureen Lane,116-555-0158,2004-05-20,Person,No Company Entered,No
10292,507,Rachel,Morris,1962-12-18,Married,Female,rachel29@adventure-works.com,"100000,00",1,2,Grado parcial,Profesional,3,3635 N Ridgewood Drive,569-555-0191,2004-06-21,Person,No Company Entered,Yes
10293,703,Austin,Martinez,1962-05-09,Married,Male,austin33@adventure-works.com,"100000,00",1,2,Grado parcial,Profesional,4,1858 Liscome Way,343-555-0117,2004-03-05,Person,No Company Entered,Yes
10294,470,Ashley,Garcia,1962-07-06,Single,Female,ashley17@adventure-works.com,"120000,00",1,3,Grado parcial,Profesional,4,2080 Wesley Court,773-555-0126,2004-06-19,Person,No Company Entered,Yes
10295,538,David,Foster,1962-06-01,Married,Male,david49@adventure-works.com,"130000,00",1,2,Grado,Administración,4,8229 Crawford Street,693-555-0119,2003-10-14,Person,No Company Entered,Yes
10296,665,Benjamin,Thomas,1961-12-21,Married,Male,benjamin45@adventure-works.com,"70000,00",5,4,Grado parcial,Profesional,3,6101 Mike Yorba Way,445-555-0142,2004-05-11,Person,No Company Entered,Yes
10297,577,Luis,Hall,1961-11-24,Married,Male,luis53@adventure-works.com,"80000,00",5,4,Grado parcial,Profesional,3,3365 Wintergreen Court,432-555-0152,2004-07-19,Person,No Company Entered,No
10298,644,Melanie,Murphy,1961-05-09,Single,Female,melanie41@adventure-works.com,"90000,00",4,3,Bachillerato,Profesional,1,5308 Logan Court,127-555-0152,2004-06-18,Person,No Company Entered,Yes
10299,500,Noah,Collins,1961-03-25,Married,Male,noah29@adventure-works.com,"90000,00",4,3,Bachillerato,Profesional,1,7194 Rosina Court,605-555-0133,2003-09-27,Person,No Company Entered,Yes
10300,508,Hannah,Gonzales,1961-07-17,Married,Female,hannah38@adventure-works.com,"90000,00",4,3,Bachillerato,Profesional,1,3287 Trees Dr.,239-555-0156,2003-09-04,Person,No Company Entered,Yes
10301,631,Kaylee,Morgan,1961-08-06,Married,Female,kaylee19@adventure-works.com,"130000,00",1,3,Grado,Administración,1,9716 Aloe Vera Rd.,680-555-0155,2003-07-18,Person,No Company Entered,Yes
10302,620,Sierra,Gonzalez,1955-09-09,Single,Female,sierra8@adventure-works.com,"80000,00",2,0,Bachillerato parcial,Manual calificado,2,1850 Lancelot Drive,919-555-0163,2004-07-22,Person,No Company Entered,No
10303,660,Logan,Foster,1955-02-08,Married,Male,logan17@adventure-works.com,"80000,00",2,0,Bachillerato parcial,Manual calificado,2,6451 Grand Drive,284-555-0198,2003-11-23,Person,No Company Entered,Yes
10304,560,Sydney,Jenkins,1955-08-14,Married,Female,sydney29@adventure-works.com,"60000,00",2,0,Bachillerato,Profesional,2,7521 Mount Aire Parkway,334-555-0156,2004-01-29,Person,No Company Entered,No
10305,495,Jada,Cooper,1955-03-04,Married,Female,jada9@adventure-works.com,"60000,00",2,0,Bachillerato,Profesional,2,6721 High Maple Court,326-555-0194,2003-11-23,Person,No Company Entered,No
10306,695,Hunter,Garcia,1955-04-25,Married,Male,hunter48@adventure-works.com,"60000,00",2,0,Bachillerato,Profesional,2,6901 Hamilton Avenue,284-555-0113,2003-02-16,Person,No Company Entered,No
10307,647,Jackson,Perry,1955-03-05,Single,Male,jackson10@adventure-works.com,"60000,00",2,0,Bachillerato,Profesional,2,4873 St Francis St,591-555-0131,2004-06-07,Person,No Company Entered,Yes
10308,625,Olivia,Jones,1955-04-15,Married,Female,olivia3@adventure-works.com,"70000,00",4,3,Bachillerato,Profesional,0,8796 Kentucky Dr.,207-555-0146,2003-10-01,Person,No Company Entered,Yes
10309,550,Kayla,Garcia,1955-06-17,Married,Female,kayla17@adventure-works.com,"70000,00",4,3,Bachillerato,Profesional,0,1907 Galveston Ct.,545-555-0149,2004-06-11,Person,No Company Entered,Yes
10310,690,Julia,Anderson,1955-01-25,Married,Female,julia32@adventure-works.com,"80000,00",3,2,Grado parcial,Profesional,1,1093 Gatter Court,986-555-0182,2003-08-13,Person,No Company Entered,Yes
10311,653,Mariah,Hayes,1955-10-04,Married,Female,mariah27@adventure-works.com,"90000,00",2,1,Bachillerato,Profesional,1,9941 Roanwood Way,647-555-0141,2003-09-03,Person,No Company Entered,Yes
10312,682,Jennifer,Ramirez,1955-10-27,Single,Female,jennifer69@adventure-works.com,"90000,00",2,1,Bachillerato,Profesional,1,7556 Garcia Ranch Road,626-555-0164,2003-02-10,Person,No Company Entered,Yes
10313,500,Connor,Scott,1935-03-10,Married,Male,connor42@adventure-works.com,"50000,00",2,0,Máster,Administración,2,273 Oak Street,665-555-0124,2004-01-31,Person,No Company Entered,Yes
10314,610,Beth,Diaz,1935-09-03,Married,Female,beth5@adventure-works.com,"70000,00",4,0,Máster,Administración,2,4381 Amazonas,984-555-0137,2003-11-21,Person,No Company Entered,No
10315,694,Devin,Patterson,1936-06-06,Married,Male,devin49@adventure-works.com,"60000,00",2,0,Máster,Administración,2,1112 Roehlidge Lane,348-555-0137,2004-06-28,Person,No Company Entered,No
10316,443,Audrey,Sanz,1936-08-19,Married,Female,audrey22@adventure-works.com,"70000,00",4,0,Máster,Administración,2,9610 Hudson Ave,216-555-0178,2003-12-14,Person,No Company Entered,No
10317,546,John,Thompson,1936-03-19,Married,Male,john53@adventure-works.com,"130000,00",2,3,Máster,Administración,3,9135 Rockford Dr.,358-555-0167,2004-04-15,Person,No Company Entered,No
10318,688,Lauren,Rivera,1936-12-13,Married,Female,lauren8@adventure-works.com,"130000,00",2,3,Máster,Administración,3,6158 May Way,441-555-0151,2003-12-26,Person,No Company Entered,Yes
10319,647,Devin,Richardson,1960-04-04,Single,Male,devin77@adventure-works.com,"80000,00",5,4,Grado parcial,Profesional,3,4998 Prestwick Ave.,202-555-0149,2004-03-31,Person,No Company Entered,No
10320,583,Zachary,Lee,1960-09-07,Married,Male,zachary29@adventure-works.com,"90000,00",4,3,Bachillerato,Profesional,2,1058 Miwok Way,441-555-0151,2004-05-31,Person,No Company Entered,Yes
10321,583,Hannah,Coleman,1960-04-21,Married,Female,hannah29@adventure-works.com,"90000,00",4,3,Bachillerato,Profesional,2,6104 Lakewood Court,160-555-0174,2004-03-19,Person,No Company Entered,Yes
10322,597,Jon,Jai,1960-09-24,Single,Male,jon7@adventure-works.com,"90000,00",4,3,Bachillerato,Profesional,3,3473 Flagstone Way,269-555-0152,2003-09-16,Person,No Company Entered,No
10323,500,Carlos,Ramirez,1960-03-24,Married,Male,carlos8@adventure-works.com,"90000,00",4,3,Bachillerato,Profesional,3,2697 Talbart Street,583-555-0195,2004-02-22,Person,No Company Entered,Yes
10324,535,Robert,Jackson,1960-12-10,Married,Male,robert70@adventure-works.com,"100000,00",3,2,Grado parcial,Profesional,4,706 Petarct,986-555-0175,2003-12-21,Person,No Company Entered,Yes
10325,430,Chloe,Baker,1960-02-09,Married,Female,chloe14@adventure-works.com,"110000,00",5,3,Grado parcial,Profesional,4,8225 Shakespeare Dr.,819-555-0175,2003-10-22,Person,No Company Entered,No
10326,625,Angela,Hayes,1960-07-10,Married,Female,angela25@adventure-works.com,"120000,00",1,3,Bachillerato,Profesional,4,8273 Glacier Drive,848-555-0112,2003-10-26,Person,No Company Entered,Yes
10327,538,Andrea,Green,1960-02-14,Married,Female,andrea36@adventure-works.com,"160000,00",1,3,Grado parcial,Profesional,3,1760 Lisa Lee Lane,467-555-0178,2003-12-19,Person,No Company Entered,No
10328,560,Connor,Washington,1960-05-24,Single,Male,connor8@adventure-works.com,"170000,00",1,1,Grado,Administración,3,5665 Las Lomas Way,360-555-0110,2003-12-22,Person,No Company Entered,No
10329,520,Xavier,Nelson,1954-02-09,Single,Male,xavier32@adventure-works.com,"70000,00",2,0,Bachillerato parcial,Manual calificado,2,9970 San Miguel Rd,258-555-0128,2004-01-09,Person,No Company Entered,No
10330,538,Wyatt,Brown,1954-01-02,Married,Male,wyatt4@adventure-works.com,"60000,00",2,0,Bachillerato parcial,Manual calificado,2,7820 Bird Drive,774-555-0118,2004-04-13,Person,No Company Entered,Yes
10331,538,Isabella,Clark,1954-10-04,Single,Female,isabella75@adventure-works.com,"60000,00",2,0,Bachillerato parcial,Manual calificado,2,5073 Clymer Ct.,283-555-0130,2004-04-19,Person,No Company Entered,Yes
10332,665,Timothy,James,1954-03-10,Single,Male,timothy9@adventure-works.com,"60000,00",2,0,Bachillerato parcial,Manual calificado,2,4797 Sea Point Way,811-555-0154,2003-02-04,Person,No Company Entered,Yes
10333,647,Bailey,Carter,1954-10-26,Married,Female,bailey30@adventure-works.com,"60000,00",2,0,Bachillerato parcial,Manual calificado,2,6081 Westminster Pl.,513-555-0117,2003-02-24,Person,No Company Entered,No
10334,573,Mackenzie,Allen,1953-08-12,Married,Female,mackenzie44@adventure-works.com,"70000,00",3,0,Máster,Administración,2,204 Heathrow Court,137-555-0131,2004-01-11,Person,No Company Entered,Yes
10335,653,Mason,Nelson,1953-10-03,Single,Male,mason30@adventure-works.com,"70000,00",3,0,Máster,Administración,2,2071 Babbe Street,950-555-0111,2004-02-05,Person,No Company Entered,Yes
